,,,,,기관,외국인,외국인,외국인
날짜,종가,전일비,등락률,거래량,순매매량,순매매량,보유주수,보유율
2020.01.15,"59,000",-1000,-1.67%,"14,300,928","244,147","-2,979,166","3,408,914,437",57.10%
2020.01.14,"60,000",0,0.00%,"16,906,295","-1,666,086","333,238","3,410,068,366",57.12%
2020.01.13,"60,000",500,0.84%,"11,359,139","-1,512,823","1,419,537","3,409,768,702",57.12%
2020.01.10,"59,500",900,1.54%,"16,000,170","-2,954,194","1,622,097","3,407,591,841",57.08%
2020.01.09,"58,600",1800,3.17%,"24,102,579","-2,302,970","3,691,511","3,406,123,744",57.06%
2020.01.08,"56,800",1000,1.79%,"23,501,171","73,413","4,272,673","3,401,953,233",56.99%
2020.01.07,"55,800",300,0.54%,"10,009,778","51,896","-58,613","3,396,603,861",56.90%
2020.01.06,"55,500",0,0.00%,"10,278,951","-1,199,654","771,595","3,395,947,207",56.89%
2020.01.03,"55,500",300,0.54%,"15,422,255","-2,228,329","1,110,317","3,394,101,839",56.85%
2020.01.02,"55,200",-600,-1.08%,"12,993,228","-2,354,766","-555,181","3,392,458,522",56.83%
2019.12.30,"55,800",-700,-1.24%,"8,356,767","1,863,761","-3,149,823","3,391,513,903",56.81%
2019.12.27,"56,500",1100,1.99%,"12,313,056","596,470","-1,165,391","3,394,663,726",56.86%
2019.12.26,"55,400",400,0.73%,"9,645,034","2,955,575","-1,067,769","3,396,470,310",56.89%
2019.12.24,"55,000",-500,-0.90%,"11,868,463","1,390,595","-1,018,528","3,403,530,401",57.01%
2019.12.23,"55,500",-500,-0.89%,"9,839,252","1,045,950","-240,500","3,406,884,621",57.07%
2019.12.20,"56,000",0,0.00%,"12,095,519","-140,870","463,023","3,410,579,651",57.13%
2019.12.19,"56,000",-300,-0.53%,"14,180,520","-1,060,547","1,440,375","3,411,808,014",57.15%
2019.12.18,"56,300",-400,-0.71%,"15,558,208","-1,665,838","1,881,414","3,411,364,667",57.14%
2019.12.17,"56,700",2000,3.66%,"19,358,433","-312,676","6,160,703","3,410,004,154",57.12%
2019.12.16,"54,700",0,0.00%,"11,512,405","2,348,450","-53,964","3,408,046,087",57.09%
2019.12.13,"54,700",1400,2.63%,"18,120,261","2,462,464","5,243,340","3,408,710,456",57.10%
2019.12.12,"53,300",1400,2.70%,"29,178,697","1,381,791","5,581,619","3,404,263,509",57.02%
2019.12.11,"51,900",400,0.78%,"11,379,521","777,723","464,436","3,398,904,523",56.94%
2019.12.10,"51,500",300,0.59%,"6,882,771","824,233","114,994","3,399,197,921",56.94%
2019.12.09,"51,200",800,1.59%,"8,470,627","113,143","759,836","3,400,989,677",56.97%
2019.12.06,"50,400",900,1.82%,"11,414,563","1,286,390","-571,291","3,402,251,143",56.99%
2019.12.05,"49,500",50,0.10%,"10,449,715","-414,244","-398,040","3,403,641,944",57.01%
2019.12.04,"49,450",-450,-0.90%,"13,246,549","147,190","-1,744,831","3,404,915,454",57.04%
2019.12.03,"49,900",-500,-0.99%,"12,059,812","1,706,963","-3,428,552","3,407,623,865",57.08%
2019.12.02,"50,400",100,0.20%,"18,877,252","2,406,489","-2,825,972","3,411,207,939",57.14%
2019.11.29,"50,300",-1000,-1.95%,"11,179,334","-293,759","-2,819,438","3,414,628,428",57.20%
2019.11.28,"51,300",-900,-1.72%,"6,833,885","533,122","-1,629,404","3,417,108,910",57.24%
2019.11.27,"52,200",400,0.77%,"7,546,261","809,775","-571,908","3,419,006,576",57.27%
2019.11.26,"51,800",0,0.00%,"27,372,226","6,971,446","-7,501,924","3,418,960,796",57.27%
2019.11.25,"51,800",200,0.39%,"9,050,625","2,435,789","-2,607,860","3,426,072,314",57.39%
2019.11.22,"51,600",600,1.18%,"8,478,310","2,037,321","-1,888,762","3,428,300,117",57.43%
2019.11.21,"51,000",-1000,-1.92%,"14,298,646","2,168,946","-3,518,936","3,430,239,396",57.46%
2019.11.20,"52,000",-1500,-2.80%,"12,560,070","221,794","-3,013,478","3,433,622,911",57.52%
2019.11.19,"53,500",0,0.00%,"8,907,177","-473,677","79,737","3,435,481,570",57.55%
2019.11.18,"53,500",-200,-0.37%,"7,746,554","698,517","-1,177,753","3,435,064,600",57.54%
2019.11.15,"53,700",900,1.70%,"9,703,360","4,314,078","-124,778","3,436,813,862",57.57%
2019.11.14,"52,800",300,0.57%,"12,010,018","1,515,686","-1,360,009","3,436,911,460",57.57%
2019.11.13,"52,500",-100,-0.19%,"6,225,196","-1,138,340","773,528","3,438,808,442",57.60%
2019.11.12,"52,600",1000,1.94%,"6,576,148","307,275","93,962","3,437,924,492",57.59%
2019.11.11,"51,600",-500,-0.96%,"8,185,952","-148,067","-464,780","3,437,947,428",57.59%
2019.11.08,"52,100",-800,-1.51%,"11,603,290","298,325","-1,532,485","3,438,363,577",57.60%
2019.11.07,"52,900",-400,-0.75%,"9,257,116","218,876","-586,552","3,440,785,556",57.64%
2019.11.06,"53,300",600,1.14%,"14,361,133","-2,225,167","4,220,179","3,441,265,379",57.64%
2019.11.05,"52,700",400,0.76%,"10,581,034","-872,188","2,402,213","3,437,167,252",57.58%
2019.11.04,"52,300",1100,2.15%,"13,012,411","1,908,996","1,390,269","3,434,249,287",57.53%
2019.11.01,"51,200",800,1.59%,"8,467,846","-960,361","1,511,542","3,433,098,125",57.51%
2019.10.31,"50,400",0,0.00%,"10,304,777","625,812","409,915","3,435,924,091",57.56%
2019.10.30,"50,400",-700,-1.37%,"8,959,435","-1,001,770","228,654","3,436,336,059",57.56%
2019.10.29,"51,100",-200,-0.39%,"7,581,629","733,952","-946,068","3,435,698,020",57.55%
2019.10.28,"51,300",400,0.79%,"6,431,522","853,686","540,045","3,434,077,102",57.52%
2019.10.25,"50,900",200,0.39%,"7,879,897","799,881","-634,706","3,431,800,739",57.49%
2019.10.24,"50,700",-500,-0.98%,"21,185,785","903,966","-1,333,913","3,432,503,445",57.50%
2019.10.23,"51,200",0,0.00%,"8,663,880","-1,144,153","1,241,369","3,433,437,950",57.51%
2019.10.22,"51,200",900,1.79%,"10,898,729","2,175,308","2,060,093","3,432,074,394",57.49%
2019.10.21,"50,300",400,0.80%,"4,406,531","449,500","-69,595","3,430,157,953",57.46%
2019.10.18,"49,900",-600,-1.19%,"8,483,106","-1,851,593","1,466,844","3,431,896,276",57.49%
2019.10.17,"50,500",-200,-0.39%,"6,701,380","511,280","-143,896","3,431,931,866",57.49%
2019.10.16,"50,700",600,1.20%,"9,136,282","784,343","927,389","3,430,946,012",57.47%
2019.10.15,"50,100",100,0.20%,"6,058,105","471,561","304,464","3,430,036,288",57.46%
2019.10.14,"50,000",850,1.73%,"11,130,635","1,673,566","1,670,460","3,430,066,824",57.46%
2019.10.11,"49,150",600,1.24%,"7,783,275","475,476","1,744,379","3,429,097,012",57.44%
2019.10.10,"48,550",-350,-0.72%,"18,639,855","-552,280","809,379","3,427,332,848",57.41%
2019.10.08,"48,900",1150,2.41%,"14,239,367","1,861,520","-200,194","3,426,146,152",57.39%
2019.10.07,"47,750",-250,-0.52%,"7,047,273","464,244","-778,127","3,427,197,813",57.41%
2019.10.04,"48,000",400,0.84%,"9,331,695","568,109","-241,768","3,427,851,154",57.42%
2019.10.02,"47,600",-1250,-2.56%,"8,382,463","-1,845,220","620,358","3,428,008,622",57.42%
2019.10.01,"48,850",-200,-0.41%,"6,206,035","1,431,272","-1,866,205","3,426,076,371",57.39%
2019.09.30,"49,050",650,1.34%,"9,497,119","-121,214","532,147","3,427,577,576",57.42%
2019.09.27,"48,400",-800,-1.63%,"8,048,041","-1,111,879","720,941","3,427,169,304",57.41%
2019.09.26,"49,200",300,0.61%,"8,494,756","86,986","-113,921","3,428,244,132",57.43%
2019.09.25,"48,900",-600,-1.21%,"9,187,141","1,498,119","-1,371,264","3,430,140,389",57.46%
2019.09.24,"49,500",200,0.41%,"7,871,955","2,174,363","-1,086,797","3,430,976,653",57.47%
2019.09.23,"49,300",100,0.20%,"7,568,553","540,202","50,317","3,432,821,185",57.50%
2019.09.20,"49,200",50,0.10%,"15,460,210","1,786,314","362,980","3,432,040,138",57.49%
2019.09.19,"49,150",1450,3.04%,"16,461,413","-1,113,536","4,965,068","3,431,557,943",57.48%
2019.09.18,"47,700",800,1.71%,"10,413,027","53,904","2,460,693","3,426,615,181",57.40%
2019.09.17,"46,900",-200,-0.42%,"7,006,280","-98,968","-125,894","3,424,378,628",57.36%
2019.09.16,"47,100",-50,-0.11%,"15,550,926","635,647","-450,815","3,423,978,972",57.36%
2019.09.11,"47,150",150,0.32%,"16,141,619","1,774,160","238,334","3,425,302,880",57.38%
2019.09.10,"47,000",100,0.21%,"9,231,792","433,307","1,354,061","3,426,066,934",57.39%
2019.09.09,"46,900",600,1.30%,"9,434,157","-191,743","2,194,196","3,424,831,166",57.37%
2019.09.06,"46,300",600,1.31%,"9,896,562","-67,148","2,036,926","3,422,245,966",57.33%
2019.09.05,"45,700",1600,3.63%,"18,297,430","1,764,816","2,673,469","3,420,701,695",57.30%
2019.09.04,"44,100",850,1.97%,"12,441,837","3,876,663","-3,794,311","3,418,938,567",57.27%
2019.09.03,"43,250",-550,-1.26%,"9,774,941","1,186,819","-3,558,723","3,422,269,559",57.33%
2019.09.02,"43,800",-200,-0.45%,"7,185,537","792,815","-1,607,213","3,426,723,282",57.40%
2019.08.30,"44,000",600,1.38%,"9,899,073","2,718,144","-1,638,837","3,426,651,811",57.40%
2019.08.29,"43,400",-750,-1.70%,"10,768,862","707,796","-1,977,727","3,428,751,208",57.44%
2019.08.28,"44,150",100,0.23%,"5,758,333","307,343","240,685","3,431,073,303",57.47%
2019.08.27,"44,050",450,1.03%,"16,883,932","2,383,483","-954,490","3,430,931,255",57.47%
2019.08.26,"43,600",-350,-0.80%,"7,954,949","709,629","-954,079","3,432,179,498",57.49%
2019.08.23,"43,950",-100,-0.23%,"5,017,381","473,491","-201,506","3,432,186,660",57.49%
2019.08.22,"44,050",-450,-1.01%,"8,061,177","-525,680","83,369","3,432,518,304",57.50%
2019.08.21,"44,500",50,0.11%,"6,571,717","689,126","-535,136","3,432,663,035",57.50%
2019.08.20,"44,450",850,1.95%,"8,434,205","-386,132","1,091,496","3,433,402,846",57.51%
2019.08.19,"43,600",-300,-0.68%,"6,014,218","1,336,296","-1,816,977","3,433,651,503",57.52%
2019.08.16,"43,900",200,0.46%,"9,528,115","539,181","-256,683","3,436,000,880",57.56%
2019.08.14,"43,700",700,1.63%,"8,750,135","-252,601","373,481","3,436,379,938",57.56%
2019.08.13,"43,000",-700,-1.60%,"7,276,979","1,470,933","-2,648,831","3,435,348,517",57.55%
2019.08.12,"43,700",550,1.27%,"8,466,169","-812,647","-145,068","3,438,419,775",57.60%
2019.08.09,"43,150",500,1.17%,"9,685,147","-1,057,668","-666,519","3,438,760,843",57.60%
2019.08.08,"42,650",-550,-1.27%,"16,926,881","-898,852","-2,138,833","3,439,417,620",57.61%
2019.08.07,"43,200",-300,-0.69%,"10,002,533","592,639","-1,778,471","3,441,528,988",57.65%
2019.08.06,"43,500",-450,-1.02%,"15,083,824","6,632,830","-5,832,221","3,442,958,090",57.67%
2019.08.05,"43,950",-1000,-2.22%,"14,214,086","4,676,255","-4,509,488","3,448,050,226",57.76%
2019.08.02,"44,950",-250,-0.55%,"12,151,374","1,896,190","-2,149,800","3,451,445,300",57.82%
2019.08.01,"45,200",-150,-0.33%,"7,811,181","653,331","-911,932","3,453,540,100",57.85%
2019.07.31,"45,350",-1200,-2.58%,"12,872,916","835,389","-1,415,579","3,461,694,732",57.99%
2019.07.30,"46,550",450,0.98%,"5,551,014","-980,043","1,454,821","3,462,996,814",58.01%
2019.07.29,"46,100",-1050,-2.23%,"6,856,846","1,613,580","-1,333,705","3,462,021,569",57.99%
2019.07.26,"47,150",-50,-0.11%,"7,873,886","-511,171","1,094,850","3,456,483,700",57.90%
2019.07.25,"47,200",800,1.72%,"8,408,838","-1,384,305","3,126,221","3,455,269,822",57.88%
2019.07.24,"46,400",-900,-1.90%,"8,756,522","-1,058,701","740,469","3,452,755,207",57.84%
2019.07.23,"47,300",100,0.21%,"9,061,381","684,975","1,720,805","3,451,967,138",57.82%
2019.07.22,"47,200",400,0.85%,"9,009,109","-1,589,294","3,971,829","3,450,598,786",57.80%
2019.07.19,"46,800",700,1.52%,"8,819,393","1,739,424","878,582","3,446,664,156",57.74%
2019.07.18,"46,100",50,0.11%,"5,143,554","-1,143,041","1,049,735","3,445,956,672",57.72%
2019.07.17,"46,050",-800,-1.71%,"5,216,602","44,951","133,622","3,445,022,864",57.71%
2019.07.16,"46,850",400,0.86%,"7,407,824","-415,971","2,558,865","3,444,523,535",57.70%
2019.07.15,"46,450",150,0.32%,"4,717,226","-158,946","964,108","3,442,425,070",57.66%
2019.07.12,"46,300",100,0.22%,"5,245,804","-389,436","1,008,666","3,441,319,933",57.65%
2019.07.11,"46,200",650,1.43%,"10,989,751","-1,863,773","3,950,146","3,439,134,167",57.61%
2019.07.10,"45,550",450,1.00%,"9,253,930","-357,567","1,836,787","3,435,184,069",57.54%
2019.07.09,"45,100",700,1.58%,"7,646,421","-410,339","1,599,143","3,428,339,536",57.43%
2019.07.08,"44,400",-1250,-2.74%,"7,823,843","-167,698","647,229","3,426,012,722",57.39%
2019.07.05,"45,650",-350,-0.76%,"7,235,395","-228,717","563,429","3,425,422,572",57.38%
2019.07.04,"46,000",600,1.32%,"6,365,573","-536,391","1,369,797","3,425,388,288",57.38%
2019.07.03,"45,400",-850,-1.84%,"9,669,368","180,539","139,531","3,424,503,636",57.36%
2019.07.02,"46,250",-350,-0.75%,"8,463,073","150,976","918,847","3,423,634,907",57.35%
2019.07.01,"46,600",-400,-0.85%,"11,383,522","-76,250","1,771,241","3,421,415,858",57.31%
2019.06.28,"47,000",500,1.08%,"12,949,231","-1,937,091","6,243,492","3,419,029,386",57.27%
2019.06.27,"46,500",800,1.75%,"12,603,534","266,089","3,895,251","3,411,981,118",57.15%
2019.06.26,"45,700",100,0.22%,"9,226,097","438,540","476,966","3,409,402,213",57.11%
2019.06.25,"45,600",100,0.22%,"7,076,774","262,689","373,020","3,411,521,385",57.15%
2019.06.24,"45,500",-200,-0.44%,"6,085,066","1,052,742","-726,903","3,411,048,165",57.14%
2019.06.21,"45,700",200,0.44%,"9,454,913","-266,729","855,850","3,412,134,954",57.16%
2019.06.20,"45,500",150,0.33%,"7,147,785","667,690","194,940","3,411,437,620",57.15%
2019.06.19,"45,350",1000,2.25%,"10,417,690","457,835","2,458,452","3,411,420,144",57.14%
2019.06.18,"44,350",450,1.03%,"7,994,928","37,652","616,063","3,408,463,772",57.10%
2019.06.17,"43,900",-100,-0.23%,"11,890,424","881,893","-963,789","3,407,966,421",57.09%
2019.06.14,"44,000",250,0.57%,"9,322,873","-203,691","537,773","3,409,078,526",57.11%
2019.06.13,"43,750",-850,-1.91%,"16,906,541","-473,234","-247,997","3,408,518,953",57.10%
2019.06.12,"44,600",-250,-0.56%,"8,607,439","361,666","-119,209","3,408,769,906",57.10%
2019.06.11,"44,850",50,0.11%,"6,664,872","419,625","702,445","3,408,906,488",57.10%
2019.06.10,"44,800",600,1.36%,"8,792,182","1,122,475","1,267,788","3,408,334,043",57.09%
2019.06.07,"44,200",300,0.68%,"11,683,682","627,336","628,908","3,407,738,935",57.08%
2019.06.05,"43,900",450,1.04%,"12,464,135","1,610,751","-575,273","3,406,003,073",57.05%
2019.06.04,"43,450",-350,-0.80%,"9,913,497","1,720,050","-2,296,171","3,407,705,402",57.08%
2019.06.03,"43,800",1300,3.06%,"15,466,580","-1,144,420","3,278,618","3,410,036,097",57.12%
2019.05.31,"42,500",-50,-0.12%,"11,365,999","-619,930","440,461","3,407,482,602",57.08%
2019.05.30,"42,550",750,1.79%,"11,766,018","-786,857","1,618,949","3,409,987,715",57.12%
2019.05.29,"41,800",-750,-1.76%,"14,930,618","861,355","-2,043,807","3,405,894,422",57.05%
2019.05.28,"42,550",-100,-0.23%,"24,506,881","3,867,735","-4,570,808","3,408,106,829",57.09%
2019.05.27,"42,650",-50,-0.12%,"8,066,669","939,502","-1,336,248","3,412,885,618",57.17%
2019.05.24,"42,700",-1150,-2.62%,"13,966,305","2,395,517","-4,010,898","3,414,221,866",57.19%
2019.05.23,"43,850",350,0.80%,"12,259,006","-1,816,229","3,264,084","3,416,252,764",57.23%
2019.05.22,"43,500",350,0.81%,"11,033,339","-1,499,052","1,758,966","3,413,133,103",57.17%
2019.05.21,"43,150",1150,2.74%,"18,812,133","-1,096,752","1,898,960","3,411,183,937",57.14%
2019.05.20,"42,000",800,1.94%,"15,752,397","-231,513","1,666,789","3,409,177,977",57.11%
2019.05.17,"41,200",-350,-0.84%,"13,357,951","-795,588","-676,000","3,407,217,738",57.07%
2019.05.16,"41,550",-1000,-2.35%,"13,687,828","26,318","-3,524,964","3,408,102,321",57.09%
2019.05.15,"42,550",-100,-0.23%,"7,670,185","-611,398","-533,913","3,411,872,485",57.15%
2019.05.14,"42,650",0,0.00%,"11,563,730","1,578,351","-2,300,411","3,412,492,720",57.16%
2019.05.13,"42,650",-250,-0.58%,"7,635,079","-1,078,227","703,554","3,414,653,131",57.20%
2019.05.10,"42,900",450,1.06%,"14,579,512","201,245","-1,955,305","3,415,190,679",57.21%
2019.05.09,"42,450",-1800,-4.07%,"23,029,718","-3,556,441","-2,136,648","3,417,827,764",57.25%
2019.05.08,"44,250",-600,-1.34%,"10,398,754","-1,335,229","-530,849","3,419,182,962",57.27%
2019.05.07,"44,850",-450,-0.99%,"12,014,907","-2,607,527","1,513,357","3,420,515,111",57.30%
2019.05.03,"45,300",-600,-1.31%,"6,562,916","-1,733,814","711,476","3,422,455,929",57.33%
2019.05.02,"45,900",50,0.11%,"8,625,126","211,235","-457,258","3,420,571,255",57.30%
2019.04.30,"45,850",-300,-0.65%,"11,121,273","-300,524","648,861","3,421,673,121",57.32%
2019.04.29,"46,150",1300,2.90%,"8,777,517","677,291","1,121,149","3,417,826,022",57.25%
2019.04.26,"44,850",200,0.45%,"9,739,982","-743,255","456,495","3,416,887,131",57.24%
2019.04.25,"44,650",-100,-0.22%,"10,868,965","354,102","-1,288,924","3,416,113,336",57.22%
2019.04.24,"44,750",-450,-1.00%,"13,299,267","-2,371,650","-262,085","3,416,920,250",57.24%
2019.04.23,"45,200",-150,-0.33%,"6,920,566","-530,724","-190,400","3,415,408,267",57.21%
2019.04.22,"45,350",50,0.11%,"6,006,957","-734,431","724,944","3,413,898,076",57.19%
2019.04.19,"45,300",-300,-0.66%,"8,479,710","288,155","-2,424,472","3,412,476,407",57.16%
2019.04.18,"45,600",-1450,-3.08%,"12,808,747","196,678","-2,674,670","3,414,976,379",57.20%
2019.04.17,"47,050",-200,-0.42%,"5,513,658","9,754","99,073","3,417,667,977",57.25%
2019.04.16,"47,250",200,0.43%,"7,730,881","-1,007,523","1,607,850","3,416,531,070",57.23%
2019.04.15,"47,050",200,0.43%,"8,733,019","-555,950","1,802,483","3,414,649,076",57.20%
2019.04.12,"46,850",600,1.30%,"7,668,936","-1,161,347","1,953,550","3,412,569,100",57.16%
2019.04.11,"46,250",-450,-0.96%,"13,697,399","-2,254,821","1,774,696","3,410,773,450",57.13%
2019.04.10,"46,700",50,0.11%,"11,883,995","1,104,954","-743,604","3,408,906,600",57.10%
2019.04.09,"46,650",0,0.00%,"6,878,761","-728,589","1,250,125","3,409,610,830",57.11%
2019.04.08,"46,650",-200,-0.43%,"8,507,909","-1,100,553","1,575,725","3,406,702,855",57.07%
2019.04.05,"46,850",-100,-0.21%,"8,546,339","604,594","929,493","3,404,582,804",57.03%
2019.04.04,"46,950",350,0.75%,"12,650,168","1,237,927","2,260,957","3,402,746,911",57.00%
2019.04.03,"46,600",850,1.86%,"12,436,570","1,261,509","1,615,542","3,399,982,078",56.95%
2019.04.02,"45,750",700,1.55%,"9,480,688","-1,299,833","3,096,971","3,395,689,180",56.88%
2019.04.01,"45,050",400,0.90%,"7,362,129","383,701","213,897","3,392,279,209",56.82%
2019.03.29,"44,650",-200,-0.45%,"11,491,713","325,024","-1,001,009","3,392,054,712",56.82%
2019.03.28,"44,850",-500,-1.10%,"6,821,306","-864,538","1,054,828","3,392,698,121",56.83%
2019.03.27,"45,350",100,0.22%,"9,568,081","1,031,230","-518,821","3,391,876,617",56.82%
2019.03.26,"45,250",-250,-0.55%,"9,729,811","-1,332,399","1,147,054","3,392,976,741",56.84%
2019.03.25,"45,500",-1050,-2.26%,"8,699,728","-1,029,563","249,820","3,392,267,377",56.82%
2019.03.22,"46,550",700,1.53%,"12,535,911","-1,345,620","2,470,794","3,391,288,594",56.81%
2019.03.21,"45,850",1800,4.09%,"21,138,016","880,396","4,270,641","3,388,401,264",56.76%
2019.03.20,"44,050",150,0.34%,"9,846,242","671,932","-1,069,632","3,383,375,461",56.68%
2019.03.19,"43,900",200,0.46%,"7,609,563","-622,476","517,852","3,384,166,210",56.69%
2019.03.18,"43,700",-500,-1.13%,"8,188,876","1,360,557","-2,883,579","3,382,971,194",56.67%
2019.03.15,"44,200",350,0.80%,"16,814,163","3,770,225","-3,487,775","3,385,565,698",56.71%
2019.03.14,"43,850",0,0.00%,"18,039,161","149,635","-1,448,058","3,389,051,273",56.77%
2019.03.13,"43,850",-800,-1.79%,"8,108,343","-951,079","-185,587","3,389,790,269",56.78%
2019.03.12,"44,650",1000,2.29%,"11,431,977","1,578,922","1,233,634","3,389,399,458",56.78%
2019.03.11,"43,650",-150,-0.34%,"10,717,408","1,050,428","-1,392,870","3,386,557,046",56.73%
2019.03.08,"43,800",-650,-1.46%,"7,729,069","208,038","-725,255","3,388,001,716",56.75%
2019.03.07,"44,450",450,1.02%,"11,049,749","120,965","15,765","3,388,510,271",56.76%
2019.03.06,"44,000",-250,-0.56%,"10,202,544","-764,631","453,282","3,387,224,821",56.74%
2019.03.05,"44,250",-600,-1.34%,"10,612,405","146,174","-1,115,839","3,386,773,059",56.73%
2019.03.04,"44,850",-250,-0.55%,"12,926,539","1,011,756","-2,076,396","3,388,050,965",56.75%
2019.02.28,"45,100",-1650,-3.53%,"23,569,321","110,319","-1,950,518","3,390,127,361",56.79%
2019.02.27,"46,750",0,0.00%,"8,045,211","-12,701","97,060","3,391,763,111",56.82%
2019.02.26,"46,750",-600,-1.27%,"7,985,547","-1,218,213","581,536","3,391,161,899",56.81%
2019.02.25,"47,350",200,0.42%,"7,484,716","-49,711","1,416,358","3,390,130,697",56.79%
2019.02.22,"47,150",200,0.43%,"6,895,772","36,298","665,693","3,388,689,578",56.76%
2019.02.21,"46,950",50,0.11%,"8,694,009","-1,524,872","1,758,751","3,388,236,522",56.76%
2019.02.20,"46,900",950,2.07%,"11,506,720","-625,260","3,108,157","3,386,552,931",56.73%
2019.02.19,"45,950",-250,-0.54%,"6,741,395","421,849","-620,178","3,383,612,607",56.68%
2019.02.18,"46,200",150,0.33%,"8,183,728","506,965","-511,049","3,384,826,521",56.70%
2019.02.15,"46,050",-1450,-3.05%,"10,554,643","-842,805","-1,307,469","3,385,431,530",56.71%
2019.02.14,"47,500",1300,2.81%,"17,259,341","977,302","3,067,580","3,386,612,452",56.73%
